job_id,estimate_id,scheduled_date,completed_date,completed_month,customer_id,customer_name,customer_type,contract_type,acquisition_channel,property_tier,service_id,service_name,service_category,billing_type,target_margin,crew_id,crew_name,crew_home_base,city,billed_revenue,labor_cost,actual_material_cost,gross_profit,gross_margin_pct,estimated_labor_hours,actual_labor_hours,labor_variance_hours,labor_variance_pct,estimated_material_cost,material_variance,material_variance_pct,rework_flag,weather_delay_flag,travel_minutes,customer_rating
908441,,2025-09-11,2025-09-11,2025-09-01 00:00:00,204,Levi Price,Residential,Recurring,Facebook,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,2,Crew B,Franklin,Franklin,60.29,18.26,6.4,35.63,0.5909769447669597,0.96,0.87,-0.08999999999999997,-0.09374999999999997,6.05,0.35000000000000053,0.05785123966942158,0,0,48,4.7
908100,,2025-09-11,2025-09-11,2025-09-01 00:00:00,197,Henry Parker,Residential,Recurring,Referral,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Nolensville,75.89,29.060000000000002,8.86,37.97,0.5003294241665568,1.49,1.3,-0.18999999999999995,-0.1275167785234899,9.26,-0.40000000000000036,-0.04319654427645792,0,0,28,4.9
905180,,2025-09-11,2025-09-11,2025-09-01 00:00:00,133,Luke Flores,Residential,Recurring,Referral,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,5,Crew E,Nashville,Brentwood,58.08,22.93,7.12,28.029999999999998,0.48261019283746553,1.03,1.12,0.09000000000000008,0.0873786407766991,6.94,0.17999999999999972,0.025936599423631083,0,0,39,4.1
904457,,2025-09-11,2025-09-11,2025-09-01 00:00:00,114,Stone Fitness,Commercial,Recurring,Nextdoor,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,5,Crew E,Nashville,Nashville,72.52,24.7,4.84,42.97999999999999,0.5926640926640926,0.98,1.15,0.16999999999999993,0.17346938775510198,6.37,-1.5300000000000002,-0.24018838304552595,0,0,15,4.6
911900,,2025-09-11,2025-09-11,2025-09-01 00:00:00,299,Caleb Diaz,Residential,Recurring,Yard Sign,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,3,Crew C,Brentwood,Brentwood,56.13,24.57,6.34,25.220000000000002,0.4493140922857652,1.04,1.15,0.10999999999999988,0.10576923076923064,6.07,0.2699999999999996,0.04448105436573304,0,0,8,5.0
912502,,2025-09-11,2025-09-11,2025-09-01 00:00:00,316,Elijah Cooper,Residential,Recurring,Website,Estate/Commercial,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,4,Crew D,Spring Hill,Spring Hill,120.67,44.370000000000005,12.1,64.2,0.53202950194746,2.07,2.05,-0.020000000000000018,-0.00966183574879228,12.7,-0.5999999999999996,-0.04724409448818895,0,0,20,4.4
904712,,2025-09-11,2025-09-11,2025-09-01 00:00:00,120,Ethan Collins,Residential,Recurring,Nextdoor,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,2,Crew B,Franklin,Nolensville,75.69,32.49,8.52,34.67999999999999,0.45818470075307166,1.41,1.6,0.19000000000000017,0.13475177304964553,9.26,-0.7400000000000002,-0.07991360691144711,0,0,42,4.8
916023,,2025-09-11,2025-09-11,2025-09-01 00:00:00,399,Lucas Cooper,Residential,Recurring,Referral,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,5,Crew E,Nashville,Nashville,63.86,20.43,5.26,38.17,0.597713748825556,0.98,0.92,-0.05999999999999994,-0.06122448979591831,6.12,-0.8600000000000003,-0.14052287581699352,0,0,9,4.4
910517,,2025-09-11,2025-09-11,2025-09-01 00:00:00,255,Caleb Diaz,Residential,Recurring,Nextdoor,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,4,Crew D,Spring Hill,Spring Hill,55.01,18.979999999999997,4.87,31.16,0.5664424650063625,0.98,0.95,-0.030000000000000027,-0.03061224489795921,6.54,-1.67,-0.25535168195718655,0,0,19,4.8
912448,,2025-09-11,2025-09-11,2025-09-01 00:00:00,314,Maple Properties,Commercial,Recurring,Website,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Franklin,62.66,21.320000000000004,6.82,34.51999999999999,0.5509096712416213,0.99,0.92,-0.06999999999999995,-0.07070707070707066,6.35,0.47000000000000064,0.07401574803149617,0,0,41,5.0
914495,,2025-09-11,2025-09-11,2025-09-01 00:00:00,365,Logan Gray,Residential,Recurring,Nextdoor,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Nolensville,60.04,19.5,7.45,33.089999999999996,0.5511325782811458,0.99,0.86,-0.13,-0.13131313131313133,6.48,0.9699999999999998,0.1496913580246913,0,0,12,4.6
900409,,2025-09-11,2025-09-11,2025-09-01 00:00:00,11,Owen Brooks,Residential,Recurring,Google Search,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Nolensville,52.53,17.72,6.78,28.03,0.5335998477060727,0.98,0.81,-0.16999999999999993,-0.17346938775510198,6.53,0.25,0.03828483920367534,0,0,15,4.4
906586,,2025-09-11,2025-09-11,2025-09-01 00:00:00,167,Owen Murphy,Residential,Recurring,Google Search,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,4,Crew D,Spring Hill,Spring Hill,55.53,17.34,6.43,31.759999999999998,0.5719430938231586,0.97,0.88,-0.08999999999999997,-0.09278350515463915,5.82,0.6099999999999994,0.10481099656357377,0,0,21,4.2
901050,,2025-09-12,2025-09-12,2025-09-01 00:00:00,28,Caleb Gray,Residential,Recurring,Homebuilder/HOA,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Nolensville,57.1,22.69,5.91,28.499999999999996,0.499124343257443,1.04,0.97,-0.07000000000000006,-0.06730769230769236,6.42,-0.5099999999999998,-0.07943925233644857,0,0,31,4.8
901116,,2025-09-12,2025-09-12,2025-09-01 00:00:00,29,Cumberland Dental,Commercial,Recurring,Facebook,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Franklin,94.96,31.92,8.21,54.82999999999999,0.5774010109519797,1.41,1.47,0.06000000000000005,0.04255319148936174,8.27,-0.05999999999999872,-0.007255139056831768,0,0,36,4.5
909529,,2025-09-12,2025-09-12,2025-09-01 00:00:00,231,Owen Ramos,Residential,Recurring,Referral,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,2,Crew B,Franklin,Nolensville,78.31,23.73,9.29,45.29,0.5783424849955305,1.27,1.14,-0.13000000000000012,-0.10236220472440954,8.48,0.8099999999999987,0.09551886792452814,0,0,34,4.8
910877,,2025-09-12,2025-09-12,2025-09-01 00:00:00,268,Lucas Cole,Residential,Recurring,Google Search,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,5,Crew E,Nashville,Nashville,57.1,21.53,6.06,29.51,0.5168126094570928,0.97,0.96,-0.010000000000000009,-0.010309278350515474,6.2,-0.14000000000000057,-0.022580645161290415,0,0,12,4.0
913778,,2025-09-12,2025-09-12,2025-09-01 00:00:00,349,Wyatt Cole,Residential,Recurring,Nextdoor,Estate/Commercial,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Nolensville,124.85,48.97,12.8,63.08,0.5052462955546656,1.94,2.2,0.26000000000000023,0.13402061855670117,13.58,-0.7799999999999994,-0.057437407952871826,0,0,28,4.2
916575,,2025-09-12,2025-09-12,2025-09-01 00:00:00,413,Noah Bennett,Residential,Recurring,Website,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,3,Crew C,Brentwood,Brentwood,75.67,37.07,8.81,29.79,0.393683097660896,1.46,1.71,0.25,0.17123287671232876,8.7,0.11000000000000121,0.01264367816091968,0,0,27,4.2
900304,,2025-09-12,2025-09-12,2025-09-01 00:00:00,9,Mason Ross,Residential,Recurring,Facebook,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,2,Crew B,Franklin,Franklin,56.21,20.98,6.09,29.140000000000004,0.5184130937555596,0.99,1.03,0.040000000000000036,0.04040404040404044,6.07,0.019999999999999574,0.0032948929159801604,0,0,23,4.8
912134,,2025-09-12,2025-09-12,2025-09-01 00:00:00,306,Hudson Flores,Residential,Recurring,Google Search,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,5,Crew E,Nashville,Nashville,63.75,27.339999999999996,6.5,29.910000000000004,0.46917647058823536,1.02,1.29,0.27,0.2647058823529412,6.52,-0.019999999999999574,-0.003067484662576622,0,0,27,4.4
917551,51214,2025-09-12,2025-09-12,2025-09-01 00:00:00,295,River Cafe,Commercial,Recurring,Referral,Standard,8,Shrub & Tree Trimming,Enhancement,one-time,0.36,4,Crew D,Spring Hill,Spring Hill,555.34,124.73,75.09,355.52,0.6401843915439189,5.76,6.21,0.4500000000000002,0.07812500000000003,82.75,-7.659999999999997,-0.09256797583081566,0,0,27,4.7
910330,,2025-09-12,2025-09-12,2025-09-01 00:00:00,251,Liam Morgan,Residential,Recurring,Referral,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,5,Crew E,Nashville,Nashville,57.26,25.24,7.24,24.779999999999994,0.43276283618581896,1.05,1.15,0.09999999999999987,0.09523809523809511,6.52,0.7200000000000006,0.11042944785276085,0,0,18,4.5
903230,,2025-09-12,2025-09-12,2025-09-01 00:00:00,83,Henry Hayes,Residential,Recurring,Facebook,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,2,Crew B,Franklin,Franklin,57.33,21.979999999999997,5.84,29.51,0.5147392290249434,1.01,1.06,0.050000000000000044,0.04950495049504955,6.89,-1.0499999999999998,-0.15239477503628446,0,0,23,4.6
917410,50950,2025-09-12,2025-09-12,2025-09-01 00:00:00,228,Henry Collins,Residential,Recurring,Homebuilder/HOA,Premium,4,Aeration & Overseeding,Seasonal,one-time,0.37,2,Crew B,Franklin,Franklin,500.0,116.41999999999999,111.22,272.36,0.54472,6.33,5.61,-0.7199999999999998,-0.11374407582938384,115.01,-3.7900000000000063,-0.03295365620380842,0,0,32,4.6
911692,,2025-09-12,2025-09-12,2025-09-01 00:00:00,293,Luke Ross,Residential,Recurring,Referral,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,2,Crew B,Franklin,Franklin,60.1,17.680000000000003,6.45,35.97,0.5985024958402662,0.89,0.84,-0.050000000000000044,-0.05617977528089892,6.46,-0.009999999999999787,-0.0015479876160990381,0,0,24,4.8
909398,,2025-09-12,2025-09-12,2025-09-01 00:00:00,228,Henry Collins,Residential,Recurring,Homebuilder/HOA,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,2,Crew B,Franklin,Franklin,80.46,32.69,8.21,39.559999999999995,0.49167288093462586,1.42,1.53,0.1100000000000001,0.07746478873239444,9.2,-0.9899999999999984,-0.10760869565217375,0,0,35,4.5
909125,,2025-09-12,2025-09-12,2025-09-01 00:00:00,221,Hudson Ramos,Residential,Recurring,Google Search,Estate/Commercial,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,5,Crew E,Nashville,Nashville,122.23,43.760000000000005,12.34,66.13,0.541029207232267,2.12,2.19,0.06999999999999984,0.033018867924528225,12.62,-0.27999999999999936,-0.022187004754358114,0,0,22,4.7
903724,,2025-09-12,2025-09-12,2025-09-01 00:00:00,97,Liam Ramos,Residential,Recurring,Google Search,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,3,Crew C,Brentwood,Brentwood,80.27,37.959999999999994,9.96,32.35,0.40301482496574065,1.41,1.77,0.3600000000000001,0.2553191489361703,9.4,0.5600000000000005,0.059574468085106434,0,0,21,4.6
915061,,2025-09-12,2025-09-12,2025-09-01 00:00:00,378,Wyatt Diaz,Residential,Recurring,Google Search,Estate/Commercial,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,3,Crew C,Brentwood,Brentwood,125.86,50.97,14.73,60.16,0.47799141903702524,2.09,2.36,0.27,0.1291866028708134,14.06,0.6699999999999999,0.047652916073968696,0,0,27,4.3
900711,,2025-09-12,2025-09-12,2025-09-01 00:00:00,18,Elijah Cooper,Residential,Recurring,Homebuilder/HOA,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,2,Crew B,Franklin,Franklin,54.39,22.54,5.89,25.96,0.47729362015076304,1.08,1.07,-0.010000000000000009,-0.009259259259259267,6.8,-0.9100000000000001,-0.13382352941176473,0,0,16,4.9
914765,,2025-09-12,2025-09-12,2025-09-01 00:00:00,372,Caleb Diaz,Residential,Recurring,Facebook,Estate/Commercial,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,3,Crew C,Brentwood,Brentwood,131.7,50.6,13.13,67.97,0.5160971905846622,2.01,2.27,0.26000000000000023,0.1293532338308459,13.39,-0.2599999999999998,-0.019417475728155324,0,0,16,4.5
904298,,2025-09-12,2025-09-12,2025-09-01 00:00:00,110,Hearth Market,Commercial,Recurring,Google Search,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,3,Crew C,Brentwood,Nolensville,67.61,20.86,5.95,40.8,0.6034610264753735,0.92,0.99,0.06999999999999995,0.07608695652173908,6.16,-0.20999999999999996,-0.03409090909090908,0,0,40,4.8
908325,,2025-09-12,2025-09-12,2025-09-01 00:00:00,201,Mason Ross,Residential,Recurring,Website,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,4,Crew D,Spring Hill,Spring Hill,55.5,19.189999999999998,6.91,29.400000000000002,0.5297297297297298,0.98,0.88,-0.09999999999999998,-0.10204081632653059,6.62,0.29000000000000004,0.04380664652567976,0,0,32,4.7
913236,,2025-09-12,2025-09-12,2025-09-01 00:00:00,336,Elijah Ross,Residential,Recurring,Google Search,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Nolensville,92.65,29.88,7.87,54.90000000000001,0.5925526173772262,1.35,1.31,-0.040000000000000036,-0.029629629629629655,8.14,-0.27000000000000046,-0.03316953316953322,0,0,20,4.6
907695,,2025-09-12,2025-09-12,2025-09-01 00:00:00,190,River Dental,Commercial,Recurring,Google Search,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Nolensville,96.15,30.78,8.1,57.27,0.595631825273011,1.38,1.42,0.040000000000000036,0.02898550724637684,9.02,-0.9199999999999999,-0.10199556541019955,0,0,29,4.5
908663,,2025-09-12,2025-09-12,2025-09-01 00:00:00,208,Elijah Gray,Residential,Recurring,Website,Estate/Commercial,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Nolensville,119.59,45.15,13.33,61.11,0.5109959026674471,2.17,2.01,-0.16000000000000014,-0.07373271889400929,13.87,-0.5399999999999991,-0.03893294881038206,0,0,18,4.8
906328,,2025-09-12,2025-09-12,2025-09-01 00:00:00,161,Liam Morgan,Residential,Recurring,Homebuilder/HOA,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,3,Crew C,Brentwood,Brentwood,64.6,23.8,6.45,34.349999999999994,0.5317337461300309,0.96,1.12,0.16000000000000014,0.16666666666666682,6.75,-0.2999999999999998,-0.04444444444444442,0,0,22,4.5
901597,,2025-09-12,2025-09-12,2025-09-01 00:00:00,39,Logan Bennett,Residential,Recurring,Google Search,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Nolensville,60.39,16.65,6.36,37.38,0.618976651763537,0.9,0.74,-0.16000000000000003,-0.1777777777777778,6.61,-0.25,-0.037821482602118,0,0,44,4.4
910943,,2025-09-12,2025-09-12,2025-09-01 00:00:00,269,Mateo Flores,Residential,Recurring,Google Search,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Nolensville,59.87,19.82,6.02,34.03,0.5683981960915317,0.94,0.91,-0.029999999999999916,-0.03191489361702119,6.26,-0.2400000000000002,-0.03833865814696489,0,0,15,4.7
903317,,2025-09-12,2025-09-12,2025-09-01 00:00:00,85,Owen Ross,Residential,Recurring,Website,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,3,Crew C,Brentwood,Brentwood,78.17,39.31,7.18,31.68,0.4052705641550467,1.56,1.88,0.31999999999999984,0.205128205128205,7.92,-0.7400000000000002,-0.09343434343434347,1,0,21,4.1
904804,,2025-09-12,2025-09-12,2025-09-01 00:00:00,122,Stone Fitness,Commercial,Recurring,Homebuilder/HOA,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,5,Crew E,Nashville,Nashville,100.32,33.46,9.27,57.58999999999999,0.5740629984051036,1.38,1.48,0.10000000000000009,0.0724637681159421,8.38,0.8899999999999988,0.10620525059665856,0,0,16,4.6
907196,,2025-09-12,2025-09-12,2025-09-01 00:00:00,180,Logan Foster,Residential,Recurring,Facebook,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,3,Crew C,Brentwood,Franklin,82.04,28.7,10.26,43.080000000000005,0.5251097025841054,1.35,1.34,-0.010000000000000009,-0.007407407407407414,9.05,1.209999999999999,0.1337016574585634,0,0,27,5.0
907430,,2025-09-12,2025-09-12,2025-09-01 00:00:00,184,Liam Bennett,Residential,Recurring,Yard Sign,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,3,Crew C,Brentwood,Brentwood,76.58,35.11,8.77,32.7,0.4270044398015148,1.37,1.61,0.24,0.1751824817518248,8.91,-0.14000000000000057,-0.01571268237934911,0,0,34,4.2
902627,,2025-09-12,2025-09-12,2025-09-01 00:00:00,64,Mateo Murphy,Residential,Recurring,Google Search,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,3,Crew C,Brentwood,Brentwood,86.38,40.31,9.25,36.81999999999999,0.426256077795786,1.52,1.88,0.3599999999999999,0.2368421052631578,9.11,0.14000000000000057,0.015367727771679536,0,0,11,4.5
914380,,2025-09-12,2025-09-12,2025-09-01 00:00:00,362,James Gray,Residential,Recurring,Referral,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,3,Crew C,Brentwood,Brentwood,54.91,25.31,7.54,22.06,0.4017483154252413,1.0,1.18,0.17999999999999994,0.17999999999999994,6.4,1.1399999999999997,0.17812499999999995,0,0,14,5.0
915720,,2025-09-12,2025-09-12,2025-09-01 00:00:00,393,Owen Murphy,Residential,Recurring,Website,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,3,Crew C,Brentwood,Brentwood,75.94,39.15,11.63,25.159999999999997,0.3313141954174348,1.38,1.81,0.43000000000000016,0.3115942028985509,9.76,1.870000000000001,0.19159836065573782,0,0,36,4.5
901275,,2025-09-12,2025-09-12,2025-09-01 00:00:00,32,Logan Collins,Residential,Recurring,Yard Sign,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,2,Crew B,Franklin,Franklin,56.81,23.880000000000003,4.98,27.95,0.49199084668192217,1.05,1.15,0.09999999999999987,0.09523809523809511,6.2,-1.2199999999999998,-0.19677419354838704,0,0,20,4.8
916884,,2025-09-12,2025-09-12,2025-09-01 00:00:00,420,Mateo Ross,Residential,Recurring,Google Search,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Nolensville,80.95,33.18,9.2,38.57000000000001,0.4764669549104386,1.36,1.37,0.010000000000000009,0.007352941176470594,9.19,0.009999999999999787,0.0010881392818280508,0,0,13,4.7
903554,,2025-09-12,2025-09-12,2025-09-01 00:00:00,92,Caleb Reed,Residential,Recurring,Referral,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,3,Crew C,Brentwood,Franklin,85.23,34.42,9.11,41.7,0.4892643435410067,1.39,1.6,0.2100000000000002,0.15107913669064763,8.62,0.4900000000000002,0.05684454756380514,0,0,38,4.9
910396,,2025-09-12,2025-09-12,2025-09-01 00:00:00,252,Owen Morgan,Residential,Recurring,Website,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,4,Crew D,Spring Hill,Nashville,52.56,16.240000000000002,6.85,29.47,0.5606925418569254,1.0,0.83,-0.17000000000000004,-0.17000000000000004,6.44,0.40999999999999925,0.06366459627329181,0,0,31,4.7
901548,,2025-09-12,2025-09-12,2025-09-01 00:00:00,38,Levi Bennett,Residential,Recurring,Referral,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Nolensville,57.22,19.11,6.14,31.97,0.5587207270185249,0.98,0.84,-0.14,-0.14285714285714288,6.17,-0.03000000000000025,-0.004862236628849311,0,0,29,4.6
914193,,2025-09-12,2025-09-12,2025-09-01 00:00:00,357,Liam Cooper,Residential,Recurring,Google Search,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,2,Crew B,Franklin,Franklin,78.43,31.26,9.8,37.370000000000005,0.4764758383271707,1.37,1.49,0.11999999999999988,0.08759124087591232,9.37,0.4300000000000015,0.04589114194236943,0,0,18,4.3
902107,,2025-09-12,2025-09-12,2025-09-01 00:00:00,51,Cedar Fitness,Commercial,Recurring,Facebook,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Brentwood,67.82,23.97,5.64,38.209999999999994,0.5634031259215571,1.01,1.06,0.050000000000000044,0.04950495049504955,5.75,-0.11000000000000032,-0.01913043478260875,0,0,48,4.2
902864,,2025-09-12,2025-09-12,2025-09-01 00:00:00,70,Pine Market,Commercial,Recurring,Referral,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,2,Crew B,Franklin,Franklin,71.13,20.35,6.15,44.629999999999995,0.6274427105300154,1.0,0.98,-0.020000000000000018,-0.020000000000000018,6.32,-0.16999999999999993,-0.026898734177215177,0,0,15,5.0
901390,,2025-09-12,2025-09-12,2025-09-01 00:00:00,35,Carter Hayes,Residential,Recurring,Facebook,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,3,Crew C,Brentwood,Brentwood,51.63,26.53,6.84,18.26,0.3536703466976564,0.98,1.25,0.27,0.2755102040816327,6.98,-0.14000000000000057,-0.02005730659025796,0,0,28,4.8
905803,,2025-09-12,2025-09-12,2025-09-01 00:00:00,147,Henry Reed,Residential,Recurring,Referral,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Nolensville,59.19,22.639999999999997,5.94,30.609999999999996,0.5171481669200878,1.09,1.0,-0.09000000000000008,-0.08256880733944962,6.22,-0.27999999999999936,-0.045016077170417904,0,0,40,4.8
914815,,2025-09-12,2025-09-12,2025-09-01 00:00:00,373,James Cole,Residential,Recurring,Yard Sign,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,4,Crew D,Spring Hill,Nolensville,55.82,20.41,6.02,29.389999999999997,0.5265137943389465,1.0,0.93,-0.06999999999999995,-0.06999999999999995,6.5,-0.4800000000000004,-0.07384615384615391,0,0,49,4.6
913504,,2025-09-13,2025-09-13,2025-09-01 00:00:00,342,Luke Turner,Residential,Recurring,Referral,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,3,Crew C,Brentwood,Brentwood,56.26,22.450000000000003,6.13,27.679999999999996,0.4920014219694276,1.01,1.05,0.040000000000000036,0.03960396039603964,6.73,-0.6000000000000005,-0.0891530460624072,0,0,34,4.8
903791,,2025-09-13,2025-09-13,2025-09-01 00:00:00,98,Caleb Cooper,Residential,Recurring,Website,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,2,Crew B,Franklin,Franklin,56.9,18.04,6.53,32.33,0.5681898066783831,1.02,0.87,-0.15000000000000002,-0.1470588235294118,6.82,-0.29000000000000004,-0.042521994134897365,0,0,8,4.6
902984,,2025-09-13,2025-09-13,2025-09-01 00:00:00,72,Mason Price,Residential,Recurring,Google Search,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Nolensville,75.26,27.290000000000003,8.01,39.96,0.5309593409513685,1.34,1.26,-0.08000000000000007,-0.05970149253731348,8.5,-0.4900000000000002,-0.05764705882352944,0,0,23,4.7
903175,,2025-09-13,2025-09-13,2025-09-01 00:00:00,81,Stone Cafe,Commercial,Recurring,Referral,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,5,Crew E,Nashville,Nashville,93.84,28.96,9.64,55.239999999999995,0.5886615515771525,1.28,1.34,0.06000000000000005,0.04687500000000004,9.53,0.11000000000000121,0.01154249737670527,0,0,12,5.0
909879,,2025-09-12,2025-09-13,2025-09-01 00:00:00,238,Luke Ward,Residential,Recurring,Google Search,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,3,Crew C,Brentwood,Nashville,55.79,21.71,6.73,27.349999999999998,0.4902312242337336,0.94,1.01,0.07000000000000006,0.07446808510638304,6.7,0.03000000000000025,0.004477611940298544,0,1,29,4.4
913437,,2025-09-13,2025-09-13,2025-09-01 00:00:00,341,Hudson Murphy,Residential,Recurring,Website,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,5,Crew E,Nashville,Nashville,59.32,19.52,5.36,34.44,0.5805799055967633,0.95,0.97,0.020000000000000018,0.02105263157894739,6.25,-0.8899999999999997,-0.14239999999999994,0,0,15,4.5
916471,,2025-09-13,2025-09-13,2025-09-01 00:00:00,411,Elijah Diaz,Residential,Recurring,Website,Estate/Commercial,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,2,Crew B,Franklin,Franklin,122.96,44.870000000000005,12.88,65.21,0.5303350683148992,2.19,2.17,-0.020000000000000018,-0.009132420091324209,12.41,0.47000000000000064,0.03787268331990336,0,0,16,4.9
910670,,2025-09-13,2025-09-13,2025-09-01 00:00:00,261,Lucas Parker,Residential,Recurring,Website,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,5,Crew E,Nashville,Nashville,61.11,18.98,6.51,35.62,0.5828833251513663,0.98,0.96,-0.020000000000000018,-0.02040816326530614,6.53,-0.020000000000000462,-0.0030627871362940984,0,0,9,4.8
906688,,2025-09-13,2025-09-13,2025-09-01 00:00:00,170,Jack Bennett,Residential,Recurring,Referral,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Nolensville,76.96,29.509999999999998,9.98,37.47,0.4868762993762994,1.35,1.37,0.020000000000000018,0.014814814814814828,8.86,1.120000000000001,0.12641083521444707,0,0,34,4.6
916526,,2025-09-13,2025-09-13,2025-09-01 00:00:00,412,Liam Reed,Residential,Recurring,Google Search,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,5,Crew E,Nashville,Nashville,79.93,27.48,9.0,43.45,0.5436006505692481,1.3,1.36,0.06000000000000005,0.04615384615384619,8.86,0.14000000000000057,0.015801354401805936,0,0,16,4.5
900580,,2025-09-13,2025-09-13,2025-09-01 00:00:00,15,Caleb Ward,Residential,Recurring,Nextdoor,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Nolensville,53.6,22.7,5.68,25.220000000000002,0.47052238805970154,1.04,1.01,-0.030000000000000027,-0.028846153846153872,5.81,-0.1299999999999999,-0.022375215146299466,0,0,15,4.9
901171,,2025-09-13,2025-09-13,2025-09-01 00:00:00,30,Caleb Turner,Residential,Recurring,Nextdoor,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,4,Crew D,Spring Hill,Brentwood,57.92,18.92,5.91,33.09,0.5713052486187846,1.06,0.98,-0.08000000000000007,-0.07547169811320761,6.08,-0.16999999999999993,-0.02796052631578946,0,0,32,4.8
